job_url,site,title,company,company_url,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
https://www.indeed.com/viewjob?jk=904c1b688bc5b67a,indeed,Senior Software Engineer,Bloomberg,,"New York, NY, USA",,2023-01-09,yearly,160000,240000,USD,False,0,,,"The Alternative Data Platform team is a software and systems engineering team focused on providing a usable, scalable, and reliable platform for building data…"
https://www.indeed.com/viewjob?jk=1b73633c285f4d86,indeed,Senior .NET Developer,the developer link,,"New York, NY, USA",fulltime,2022-08-16,yearly,120000,160000,USD,True,0,,,"Ideally a senior level developer for the product and architecture, focus, but they are also looking for a well-round mid-level developer too, and whichever…"
https://www.indeed.com/viewjob?jk=9d0a297ddd4b41a8,indeed,Software Engineer,Meta,,"New York, NY, USA",,2023-05-07,yearly,172994,241000,USD,False,0,,,7+ years relevant experience building large-scale applications or similar experience. Please note that Meta may leverage artificial intelligence and machine…
https://www.indeed.com/viewjob?jk=0481bfd031fc6053,indeed,Software Engineer,Warner Music Group,,"New York, NY, USA",fulltime,2023-06-27,yearly,100000,202500,USD,False,0,,,You’re excited about the music business: helping artists and songwriters grow and helping the world hear more great music. Here you’ll get to:
https://www.indeed.com/viewjob?jk=a644fdeb3c823927,indeed,Software Engineer,Warner Music Group,,"New York, NY, USA",fulltime,2023-06-27,yearly,100000,202500,USD,False,0,,,You’re excited about the music business: helping artists and songwriters grow and helping the world hear more great music. Here you’ll get to:
https://www.indeed.com/viewjob?jk=89b4b77a365366b2,indeed,Software Engineer,Northwell Health,,"Lake Success, NY, USA",fulltime,2023-11-08,yearly,62250,100130,USD,False,0,,,"Implements or enhances systems, following the software development lifecycle and standard project management methods. Works as part of a team."
https://www.indeed.com/viewjob?jk=96eae6fabbbc0bcd,indeed,Software Engineering Manager,Colgate-Palmolive,,"Piscataway, NJ, USA",,2023-07-18,yearly,107760,164850,USD,True,0,,,"To learn more about Colgate Bright Smiles, Bright Futures® oral health education program, please visit http://www.colgatebsbf.com. Bachelor's or higher degree."
https://www.linkedin.com/jobs/view/3670064305,linkedin,Entry Level Developer Python/Java/Software Engineer,SynergisticIT,https://www.linkedin.com/company/synergisticit,"New York, NY",contract,2023-07-21,,,,,,0,,,"SYNERGISTICIT wants every candidate to know that the Job Market is Challenging and to stand out, you need to have exceptional skills and technologies and that's where we come in to make sure you get the attention which you needSynergisticIT understands the complex nature of the job market and how difficult it can be to secure a position, especially for fresh graduates. Therefore, we assist and help tech-savvies to convert their passions into professions. We go above and beyond to keep you working in your niche.As we focus on long-term success, we provide complete career development solutions. From job search to upskilling portfolio and interview preparation, we can guide you at every step of your career.SynergisticIT spares no efforts to connect you with a large network of tech giants, including Google, Apple, PayPal, Dell, Cisco, Client, etc. Presently, we are actively looking for Entry Level Developer Python/Java/Software Engineer with a driven mindset. Get the right opportunity and gain experience in building web-centric solutions on Java.Who Should Apply: Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates or anyone looking to make their career in IT IndustryWe also assist in filing for STEM extension and H1b and Green card filing.Candidates who are serious about their future in the IT Industry and have set big goals for themselves.Candidates having difficulty in finding jobs or cracking interviews or who wants to improve their skill portfolio. We also offer Skill Enhancement Programs if the candidates are missing skills or experience which our clients need with great outcomesCandidates can benefit from skill enhancement if they fall into the below categories. If they are qualified with enough skills then no need for skill enhancementCandidates Who Lack ExperienceHave had a break in careersLack Technical Competencycandidates who want to get employed and make a career in the Tech Industry Please Also Check The Below Linkshttps://www.synergisticit.com/candidate-outcomes/https://www.synergisticit.com/java-track/https://www.synergisticit.com/data-science-track/https://www.synergisticit.com/which-is-the-best-option-for-tech-job-seekers-staffing-companies-consulting-companies-bootcamps-or-synergisticit/https://www.synergisticit.com/contact-us/If the skills are not a match candidates can opt for Skill enhancement. Or their resume can be sent out to clients to see if responses are achievableREQUIRED SKILLS For Java/Software ProgrammersBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleKnowledge of Core Java , javascript , C++ or software programmingSpring boot, Microservices and REST API's experienceExcellent written and verbal communication skillsFor data Science/Machine learningRequired SkillsBachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleKnowledge of Statistics, Python, data visualization toolsExcellent written and verbal communication skillsPreferred skills: NLP, Text mining, Tableau, Time series analysisTechnical skills are required by clients for selection even if its Junior or entry level position each additional Technical skill helps a candidate's resume to be picked by clients over other job seekers.Clients hire candidates with the right technical skills which they need and reject candidates who lack the required technical skills.No third party candidates or c2c candidatesPlease apply to the postingNo phone calls please. Shortlisted candidates would be reached out"
https://www.linkedin.com/jobs/view/3760156305,linkedin,Software Engineer,Tree Top Staffing LLC,https://www.linkedin.com/company/tree-top-staffing-llc,"New York, NY",fulltime,2023-11-07,,,,,,0,,,"We are seeking a skilled Software Engineer who will be responsible for designing, developing, and maintaining the company’s software. You will gather information to identify the company’s needs and program clean and efficient code to meet those needs. The ideal candidate is an analytical thinker with a proven ability to produce functional code.Responsibilities:Identify and evaluate the needs of the userDevelop software to meet those needsManage project priorities, deadlines, and deliverablesFix bugs and address user concernsUpdate software as neededQualifications:Degree in Computer Science or a related field preferredPrevious experience as a Software Engineer or in a similar role is preferredStrong troubleshooting and analytical skillsAbility to collaborate well as part of a teamStrong written and verbal communication skillsUnderstanding of relational databasesProficiency in multiple programming languagesExperience with one or more web frameworks This is a remote position."
https://www.linkedin.com/jobs/view/3743887192,linkedin,Full Stack Software Engineer,"Persistent Systems, LLC",https://www.linkedin.com/company/persistent-systems-llc,"New York, NY",fulltime,2023-10-26,,,,,,0,Actively Hiring,,"Job Description & ResponsibilitiesWe're looking for a full stack software engineer who will be responsible for software development and support of Persistent Systems’ industry-leading Wave Relay® mobile ad-hoc networking (MANET) system. You will be heavily involved in the development and implementation of a wide range of backend service development in C/C++ and Java, front-end web and Android app development, and the development of application software running on the Wave Relay® network. This position provides the opportunity to work alongside our team of highly skilled senior software engineers to develop technology that enables our customers to solve their most difficult networking problems.Position Responsibilities Use C/C++ to architect, develop, and implement backend API services Use Java to develop standalone web applications and android apps. Design, code, test, and document solutions to various software problems Take an active role in our code review process and software development cycle Collaborate with other developers and business leads to build solutions to new problems. Support internal and external engineering activities, including travel to test locations, military facilities, and customer sites to directly supporting the testing, evaluation, and deployment of the Wave Relay® system Job Qualifications & Experience Minimum Qualifications Computer Engineering degree At least 1 year of work/internship experience developing software for systems in C/C++ Experience with Java and JavaScript Experience with SQL databases (Preferably MS SQL Server, MySQL, Postgres, Oracle, or H2) Familiarity with JSON and REST APIs Experience with unit testing and dependency injection Must have a US Security Clearance or the ability to obtain one The pay for this role can vary from $110,000 to $130,000 a year based on the selected individual's education and experience. Persistent Systems, LLC offers a comprehensive benefits package including medical, dental, vision, life, and disability insurance; paid time off; flexible spending accounts; 401(k) plan with company match; fitness membership reimbursement; tuition assistance; mental health benefits; and veterinary benefits.Company OverviewHeadquartered in New York City since 2007, Persistent Systems, LLC is a global communications technology company which develops, manufactures, and integrates a patented and secure Mobile Ad Hoc Networking (MANET) system: Wave Relay®. The company’s industry leading R&D team has designed wireless networking protocols to support their cutting-edge Wave Relay® system and technology. Wave Relay® is capable of running data, video, voice and other applications under the most difficult and unpredictable conditions. Their suite of products is field proven and utilized in Commercial, Military, Government, Industrial, Agriculture, Robotics, and Unmanned System markets."
https://www.linkedin.com/jobs/view/3647207873,linkedin,React Developer,"Donato Technologies, Inc.",https://www.linkedin.com/company/donatotechnologies,"Jersey City, NJ",fulltime,2023-06-03,,,,,,0,Be an early applicant,,"React DeveloperLocation: NJ/GA onsite after 1.5 months, May be next year12 Months Contract ONLY Ex-Verizon candidates are Accepted Job DutiesActs independently to communicate with various stake holders, product owners, testers, other developers onshore and offshore. to implement new development and trouble shoot and fix tickets. Need to update tasks in Jira and confluence and work with AGILE methodology to deliver new tasks. Must be available during work hours and be very responsive, in some exceptional cases the need may arise to work outside business hours.Normally receives general instructions on non-routine work assignments. Demonstrates working knowledge in job-related functional area and of the business. Must Have Skills1- 5+ years of experience in React, Angular 2+, Bootstrap JavaScript, HTML, CSS, JSON Java, SpringbootGood To HaveRedux, WebPack, Continuous Integration Tools, Docker, AWS Web Accessibility, Web Site Security AWS Elastic Cache Good knowledge on Containerization of Application Docker, Kubernetes , amazon ECS Integration in a AWS cloud environment Knowledge of postgreSQL, Oracle, and SQL serverEducation/CertificationsBachelor's degree of science/engineering /computer and 6-10 years of experience in software development"
https://www.linkedin.com/jobs/view/3727902561,linkedin,Founding Full Stack Engineer,Zoltar Labs,https://www.linkedin.com/company/zoltar,"New York, NY",fulltime,2023-09-27,,100000,180000,USD,,0,,,"Strong experience as a full-stack engineer, capable of developing both front-end and back-end solutions.Proficiency in languages and frameworks such as Next.js, Python, React, Node.js, and related technologies.A passion for innovation and a desire to make a meaningful impact on the company's success.Strong problem-solving skills and the ability to think creatively to find solutions.Excellent communication skills and the ability to work effectively in a collaborative team environment.Help guide our overall strategy through design, prototyping, and customer discovery/researchIf you're a talented and ambitious full-stack engineer with a passion for building transformative products, we want to hear from you. Join us on our journey to reshape the future of enterprise technology with the power of AI. Apply now and let's build something remarkable together.👍 Qualifications3+ years of software engineering experience3+ years of Python and TypeScript (Next.js) experienceBachelor's degree in Computer Science, Engineering, or a related field (or equivalent work experience).Strong ML fundamentals, NLP, topic modeling, and clustering techniques.Experience with LLMs like GPT 3.5/4 and other open-source LLMs.Experience with fine-tuning and prompt engineering.Experience with vector databases such as Pinecone.Proven experience building high-performance backend systems and working with enterprise-level APIs.Experience contributing to system design/architecture improvements Proven ability to work in a startup environment, where adaptability and a willingness to wear multiple hats are crucial.Self-starter attitude and the ability to execute new ideas with autonomyExcellent verbal and written communication skillsExperience working in a fast-paced environmentProven record of shipping features on time and on budget➕ Nice to havePassion for UI/UXExperience in startups💪 FundingZoltar Labs is backed by a number of the world’s top VC funds, including Y Combinator as part of its Summer 22 batchY Combinator is the most renowned startup accelerator in the world and has backed companies like Airbnb, Stripe, Dropbox, Coinbase and Reddit, Inc."
https://www.linkedin.com/jobs/view/3715658003,linkedin,React Developer,"Donato Technologies, Inc.",https://www.linkedin.com/company/donatotechnologies,"Berkeley Heights, NJ",fulltime,2023-08-19,,,,,,0,Actively Hiring,,"Position: React DeveloperClient: FiservLocation: Berkeley Heights, NJ (Preferred) (1 role)| Coral Spring, FL (1 role) - Day 1 onsite, 5 days a week, (No Remote, No hybrid)Duration: FTE (Full Time)No. Of positions: 2BPM ID: 331894we are looking for a resources with 80% hands on experience in react and remaining 20% of experience in Java.Look for 9+ years of resources.SpecificationThis role requires a wide variety of strengths and capabilities, including:BS/BA degree or equivalent experience, Deep software development knowledge with respect to front end architecture, REACT and programming in an Azure cloud environment Large-scale enterprise, object-oriented design experience. Strong Javascript development skills, understanding of new ES6 concepts and proficiency in React and/or other modern JS frameworks. Experience in Redux/Flux or similar state management libraries. Have knowledge of DOM, HTML 5 and CSS3. Have experience with single page application development. Strong understanding of, and experience with, web application development. Experience in application development, including analyzing stories, writing code, implementing automated tests, contributing to release and iteration planning, and developing the working practices of the team Understanding of software skills such as business analysis, development, maintenance, and software improvement Good communication and presentation skills"
https://www.linkedin.com/jobs/view/3707591823,linkedin,"Software Engineer, Payments",Check,https://www.linkedin.com/company/check-technologies,"New York, NY",fulltime,2023-09-07,,,,,,0,,hello@checkhq.com,"Check is leading a revolution in the payroll industry. Payroll is the backbone of the US economy, and yet it has not undergone significant innovation in decades. We invented the embedded payroll space to change that (see: Check: Solving the $150 Billion Payroll Problem, Bank On It; Episode 438), both for the business owners who spend countless hours per week running payroll and for the millions of Americans who depend on their next paycheck. At Check, our mission is to empower the most innovative software platforms to create new payroll businesses, and enable those businesses to transform the way companies pay their employees.Check's culture is intensely caring: to each other as teammates, to our partners, and to the businesses and workers we serve. Our teams are made up of creative problem solvers and empathetic cross-functional collaborators who can simplify the complexities of payroll. We bring hustle and grit to our day-to-day, while building enduring solutions and relationships.Engineering is the core of Check. We believe payroll can and should be easy-to-use financial software, but getting there requires serious and sustained engineering effort. For our efforts, there is the deep satisfaction that comes from delivering people's paychecks on time and accurately. We are excited to bring on a new software engineer who will play a leading role in our payments engineering team.A large part of fulfilling Check's mission of ""making payroll software"" is ensuring that every payment is made in a timely and accurate manner, for every payroll. Check is a payroll company, and at the same time, it is a payments company. The payments system at Check must be highly reliable and robust, handle large volumes of money in and out, and have a high degree of accuracy and auditability in tracking funds and associated liabilities using our internal ledger.For this role, we are seeking an individual with strong, backend-oriented software engineering skills, a track record of building scalable and simple systems, an entrepreneurial mindset, and high personal integrity. We believe that someone with this combination will unlock new ideas, and solutions for our product, and gain the respect of our team.In this role, you will:Ship code that moves money between employers, employees, and tax agencies via ACH / Wire transfers, in a timely and accurate basis using our internal ledgerDistill the complexities of payment lifecycles into simple APIs for developers to use to holistic payroll systemsBuild frontend and backend components that improve customer integrationsInfluence the culture, values, and processes of a growing engineering teamCommunicate ideas and specifications through detailed, precise writingWork with our ops, design, sales, and legal functionsCommit on your first day, and deploy code continuouslySupport developers at customer companiesTeach and learn from other engineersInterview prospective candidatesMany backgrounds could fit this role, but ideal candidates will:Have built and scaled production web applicationsHave SQL and relational database experienceHave maintained or contributed to developer tools, SDKs, or open-source softwareHave demonstrated product and design sensibilitiesHave strong software engineering fundamentalsNice to haves:Built and scaled critical and time-sensitive systems with a high degree of required reliabilityExperience working on systems with multiple third-party vendor integrationsYou have worked at startups that have achieved market fit and are scaling upPrevious experience with non-ACH payment rails We use:Python (type-annotated) and Django for our APIReact and TypeScript for our frontendsPostgres for our databaseAWS for our cloud infrastructureGitLab for CI/CDJIRA and Confluence for project/information managementWhat we offer: At Check, we value transparency and trust. It's important to us that every employee and candidate feels confident that they'll be treated (and compensated) fairly on our team. The engineering team specifically operates on a flat titling system, meaning everyone is either a Software Engineer or an Engineering Manager. We structure our titles this way to maximize equity, inclusion, and opportunity within our team, and to minimize seniority bias. We want all engineers, regardless of job level, to feel empowered to lead projects they're passionate about and to collaborate with their fellow Checketeers as equals.To that end, we will consider candidates with a variety of backgrounds and levels of expertise for this role, and we will determine the appropriate job level for each candidate based on their unique experience and qualifications. The expected annual salary for this role is between $160,000 and $252,000, depending on the job level.In the US, Check offers company-sponsored medical, dental, vision, short-term/long-term disability, and basic life insurance coverage to all full-time employees, effective on their first day of work. We also provide stock options, flexible PTO and sick leave, 16 weeks of fully paid parental leave for all new parents flexible return-to-work, 9 annual holidays, a 401k retirement plan, and a $100 monthly stipend for home internet and mobile phone expenses. Benefits may vary outside the US.Check is proud to be an Equal Opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Check is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at hello@checkhq.com with ""accommodations"" in the subject line.Check participates in E-Verify and will provide the federal government with Form I-9 information from all new employees to confirm that they are authorized to work in the U.S. Check does not use E-Verify to pre-screen applicants."
https://www.linkedin.com/jobs/view/3759024658,linkedin,Fullstack Engineer,VectorShift,https://www.linkedin.com/company/vectorshift,"New York, NY",fulltime,2023-11-08,,100000,160000,USD,,0,,,"As a Fullstack Engineer, you will have the unique opportunity to shape the DNA of our product. Given the no/low-code nature of our platform, we're seeking someone who is not only technically adept but also deeply passionate about creating an engaging, intuitive, and performant user interface.This will be a challenging and dynamic role, and you will be working at the forefront of distributed systems infrastructure and AI.What you should expect & examples of day-to-day tasks: - Move and iterate very quickly. - Developing sub-products within our platform from 0 to 1. - Working on infrastructure optimizations for VectorShift's platform. - Talking with customers to understanding core pain points and working with them on feature requests.ResponsibilitiesWork directly with the founders to conceptualize and implement sub-products and features, end to end.Lead technical architecture decisions, ensuring the platform is scalable and maintainable.Drive forward web performance optimization.Advocate for and implement UI/UX best practices, ensuring users are at the heart of every design decision.Incorporate user feedback to continuously iterate and refine the platform.Stay updated with the latest AI technologies / frameworks and integrate them where relevant into our platform.Establish foundational technical practices that will guide future team members.RequirementsDegree in a technical discipline, preferably computer science.Experience with Python/ FastAPI and React/NextJS or similar frontend frameworks.Experience with the entire web development process (design, development, and deployment).Understanding of web performance optimization and best practices.Familiarity with source control tools, preferably Git. Knowledge of responsive design.Strong communication skills and a collaborative mindset.Problem-solving aptitude and enthusiasm for overcoming challenges.Nice To HaveExperience in early-stage startup environments.Experience with no/low-code platforms.BenefitsHealth, dental, and vision insurance.Daily food stipend"
https://www.linkedin.com/jobs/view/3620457434,linkedin,Core Java Developer,Enexus Global Inc.,https://www.linkedin.com/company/enexusglobal,"West New York, NJ",contract,2023-05-30,,,,,,0,Actively Hiring,,"Day-to-day ResponsibilitiesDevelop Core Java, Multithreaded and Spring based appllications.Must be able to work in a fast paced development along with the ability to multi-task.Proactively pick up open tasksThe candidate will be working on sprints with weekly releases and required attendance at daily Team Meetings.Work closely with a team member in other regions.Comply to standards of development and firm mandates.The Skills You Need To Get The JobExpert with Core Java, Multi-threading and Spring Boot.Minimum 10+ exp.Experienced in Microservices.Strong Database experience.Expert in Scripting Unix/Python."
https://www.linkedin.com/jobs/view/3738248930,linkedin,Software Engineer - Platform,Dagster Labs,https://www.linkedin.com/company/dagsterlabs,"New York, NY",fulltime,2023-10-13,,,,,,0,,,"About UsWe're an early stage, well-funded startup team with a proven track record of shipping open source software with global adoption. We put a premium on respectful, clear, and complete communication, and we expect each other to be creative, curious, effective, and empathetic.We believe deeply that the right tools and abstractions enable not just technological transformation, but also organizational transformation. We strive to put the user and their hard work at the center of our decision making. In practice, that means we are looking for engineers who want to write clean APIs and helpful error messages, and who always try to understand user needs when designing a new system.All of our open source work is done publicly. You can gain context about how we collaborate as a team and the problems we work on by exploring GitHub and looking at our code reviews.About The RoleDagster is an orchestration platform for the development, production, and observation of data assets. Our goal is to make Dagster Cloud the de facto hosted solution for structuring these systems. In this role, you will drive improvements to Dagster's core architecture and infrastructure to keep it highly-performant at scale. You will design and implement new systems to support our development & clients needs. You will solve difficult technical problems throughout the software stack and work collaboratively with the rest of the team to plan and execute. You will instrument, monitor, debug, and optimize distributed systems from end to end. You will be setting new standards for enabling effective & productive development.This is a full-time, competitively paid position with benefits. We are a distributed team with offices in San Francisco and Minneapolis. We have team members all over the U.S. and we are hiring fully remote candidates in the U.S. Every employee is provided a remote work stipend to cover the cost of home office equipment and anything else that makes your remote work location comfortable, productive, or successful. And if you'd rather not work from home, we'll cover the cost of a coworking or office space if you're fully remote.Must-have Qualifications7+ years of proven experience in large scale software development3+ years of experience building and scaling services built on Amazon Web Services, Kubernetes & PostgresStrong written and oral communication skillsYou can confidently manage a complex engineering project from design through completionExperience in a high-functioning engineering organization working on large-scale distributed systems or B2B SaaS applications. Nice-to-have QualificationsExperience with using or supporting tools in the Modern Data Stack. 'Experience with a wide range of modern infrastructure tools and technologiesYou belong hereWe are committed to building an inclusive team and an open source community where no one feels out of place. We know that teams with diverse backgrounds state their assumptions more explicitly, think more rigorously, and build better software. Plus it's more fun and interesting to work with a wide variety of perspectives.You should apply to work at Dagster Labs if you want to work in, and help to build and strengthen, a high-performing software development environment where people of all backgrounds are welcome.Our StackDagster is built in Python and TypeScript to work on macOS, Posix, and Windows. We use GraphQL, Apollo, and React to develop beautiful frontend tooling. We integrate with a wide range of databases, data warehouses, orchestration engines, compute substrates, and cloud services.The estimated annual cash salary for this role is $160,000 - $210,000.Other resources:The launch of Dagster blog postLaunching Dagster Cloud to GA blog postDagster Day 2022 video playlistOur latest major releaseSoftware-Defined Assets blog post, Data Council talk, and animated explainerOur latest episode on the Data Engineering PodcastOur philosophy on code reviews"
